Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Glass,Metal,Paper,Plastic,Airfryer,Grill,Microwave,Oven,Stove,WasteScore
underweight,female,vegan,more frequently,natural gas,walk/bicycle,,often,62,very frequently,12,extra large,6,19,8,5,Yes,2165,1,1,1,1,1,1,1,0,1,24
underweight,male,pescatarian,twice a day,electricity,private,hybrid,sometimes,76,rarely,8768,large,4,13,4,3,Yes,2342,1,1,0,1,1,1,0,0,1,12
normal,female,vegetarian,less frequently,natural gas,private,electric,often,179,very frequently,4661,small,7,3,5,8,No,2002,1,0,1,0,0,0,1,0,1,7
overweight,male,vegetarian,less frequently,coal,public,,often,284,never,1585,small,5,18,0,5,Sometimes,1306,1,1,0,1,0,0,0,1,0,5
overweight,female,pescatarian,daily,electricity,walk/bicycle,,never,76,frequently,96,small,7,15,14,20,Yes,1202,1,0,1,1,1,1,0,0,0,7
overweight,male,omnivore,less frequently,natural gas,public,,sometimes,217,very frequently,398,small,4,17,9,7,Sometimes,2547,1,1,0,1,0,0,0,1,1,4
underweight,female,pescatarian,twice a day,coal,walk/bicycle,,often,156,rarely,63,small,2,4,39,10,Sometimes,1437,1,1,0,0,0,0,0,0,1,2
obese,female,omnivore,twice a day,electricity,public,,never,103,frequently,335,medium,6,9,39,16,Sometimes,2191,0,0,1,0,0,0,0,1,1,12
obese,male,vegan,twice a day,natural gas,private,hybrid,never,221,frequently,8679,large,6,20,19,18,Yes,3891,1,1,0,1,0,0,0,0,1,18
overweight,male,vegetarian,twice a day,coal,walk/bicycle,,sometimes,180,never,8,large,7,6,1,10,No,1558,1,1,1,0,1,1,1,0,1,21
obese,female,omnivore,more frequently,wood,public,,often,176,very frequently,640,extra large,5,21,42,12,Yes,3498,0,1,1,1,0,0,0,1,1,20
normal,male,vegan,daily,coal,private,petrol,often,201,never,6761,small,1,17,41,7,Sometimes,4016,1,0,1,0,1,1,1,0,1,1
overweight,male,omnivore,more frequently,coal,public,,sometimes,286,never,1725,medium,2,24,19,23,No,2158,0,0,1,0,1,1,1,1,0,4
obese,male,omnivore,more frequently,coal,private,hybrid,never,173,rarely,2076,extra large,6,10,20,15,Sometimes,2967,1,1,1,1,1,1,0,1,1,24
overweight,female,pescatarian,less frequently,wood,private,lpg,never,186,frequently,2829,extra large,1,16,42,24,Yes,2639,1,0,1,0,0,0,0,1,1,4
obese,female,omnivore,daily,electricity,private,petrol,often,144,never,6652,small,1,4,6,20,No,3328,0,1,0,1,1,1,1,1,0,1
normal,male,vegetarian,less frequently,electricity,public,,often,240,rarely,393,small,2,17,0,10,Sometimes,1005,1,0,0,0,0,0,0,1,0,2
underweight,male,omnivore,daily,wood,private,electric,sometimes,294,never,1134,medium,4,21,17,20,Yes,1400,1,0,0,1,0,0,0,0,1,8
normal,female,omnivore,less frequently,wood,walk/bicycle,,often,149,very frequently,69,small,5,5,34,15,Sometimes,2189,1,0,1,1,0,0,0,1,0,5
underweight,female,omnivore,twice a day,wood,public,,often,117,rarely,303,medium,4,0,5,14,No,1264,0,0,0,0,0,0,1,0,1,8
normal,male,vegetarian,twice a day,wood,private,electric,never,50,very frequently,646,medium,3,9,33,23,Sometimes,2481,1,1,0,0,0,0,0,0,1,6
normal,male,omnivore,twice a day,electricity,walk/bicycle,,often,175,frequently,62,large,2,20,29,21,Sometimes,1977,1,1,0,1,1,1,0,1,0,6
overweight,male,pescatarian,daily,electricity,walk/bicycle,,sometimes,195,very frequently,95,medium,4,3,33,9,No,2591,1,1,0,1,1,1,0,1,1,8
underweight,male,omnivore,more frequently,wood,public,,never,99,very frequently,750,extra large,4,11,18,6,Sometimes,2552,1,0,1,1,1,1,1,0,1,16
obese,female,omnivore,daily,coal,public,,often,73,never,1606,medium,2,8,14,10,Sometimes,1553,1,0,0,0,1,1,0,0,0,4
obese,female,vegan,less frequently,natural gas,public,,never,228,rarely,1239,medium,1,7,47,17,Yes,1484,1,0,1,0,0,0,0,0,0,2
normal,female,pescatarian,daily,electricity,private,petrol,sometimes,180,very frequently,5210,extra large,2,2,13,19,Yes,3326,1,1,0,1,1,1,0,0,0,8
overweight,male,omnivore,twice a day,electricity,walk/bicycle,,never,171,rarely,56,extra large,3,21,41,13,No,1838,1,0,1,1,1,1,0,1,0,12
underweight,female,vegan,less frequently,coal,private,lpg,often,221,never,7074,extra large,4,17,8,8,Yes,2783,1,0,1,0,0,0,0,0,1,16
obese,male,omnivore,daily,wood,public,,never,212,never,255,extra large,5,19,14,0,Yes,1496,1,1,1,1,0,0,0,0,1,20
obese,male,omnivore,more frequently,natural gas,private,hybrid,often,285,never,6068,small,3,21,30,3,Yes,3281,1,0,0,0,1,1,1,0,1,3
underweight,male,vegetarian,daily,wood,public,,sometimes,267,never,1665,large,6,3,8,7,No,1363,0,1,1,0,0,0,0,1,1,18
overweight,female,omnivore,daily,wood,private,lpg,never,90,rarely,9950,large,7,21,45,5,No,5029,0,0,0,1,1,1,1,0,0,21
underweight,male,pescatarian,daily,natural gas,public,,often,83,never,1651,small,1,16,34,23,Yes,1337,0,0,0,1,0,0,0,0,1,1
obese,female,vegan,less frequently,electricity,public,,sometimes,66,very frequently,472,small,2,10,49,0,Sometimes,2306,1,1,0,1,1,1,0,1,0,2
underweight,female,vegetarian,more frequently,natural gas,walk/bicycle,,never,60,very frequently,16,small,2,20,44,8,Sometimes,2021,1,1,0,1,1,1,1,0,1,2
normal,female,pescatarian,less frequently,natural gas,public,,never,267,very frequently,1033,extra large,5,14,47,17,Sometimes,2893,1,1,0,0,1,1,0,0,0,20
underweight,female,pescatarian,less frequently,electricity,public,,often,193,rarely,872,medium,7,5,2,11,Yes,1044,0,1,0,1,1,1,0,1,1,14
overweight,male,pescatarian,less frequently,coal,private,lpg,never,155,very frequently,3811,medium,6,9,49,18,Sometimes,4594,1,0,1,1,1,1,0,1,0,12
underweight,male,omnivore,daily,electricity,private,petrol,often,200,rarely,2915,large,7,11,45,20,Sometimes,3071,1,1,1,0,0,0,1,0,1,21
obese,female,omnivore,daily,wood,walk/bicycle,,often,266,frequently,34,large,1,3,3,24,No,2067,0,1,0,1,0,0,0,1,1,3
obese,male,vegetarian,daily,natural gas,public,,sometimes,220,rarely,1835,extra large,7,18,10,15,Sometimes,2666,1,0,0,0,0,0,1,0,1,28
normal,female,vegetarian,less frequently,natural gas,private,electric,never,297,never,4763,small,2,2,40,18,Yes,1024,0,0,1,1,0,0,1,1,0,2
overweight,female,vegan,less frequently,electricity,public,,never,271,rarely,1595,large,5,22,25,3,No,1518,0,0,1,0,0,0,1,0,1,15
underweight,male,vegetarian,more frequently,natural gas,public,,never,248,very frequently,356,large,6,24,41,8,Yes,3061,1,0,1,0,0,0,1,0,1,18
overweight,female,vegetarian,more frequently,electricity,public,,sometimes,265,rarely,770,large,3,4,33,4,No,1131,1,1,1,1,1,1,1,0,1,9
obese,male,omnivore,more frequently,wood,public,,often,130,very frequently,526,medium,4,0,17,20,Sometimes,3559,0,0,0,0,1,1,0,0,1,8
normal,female,vegetarian,more frequently,natural gas,private,electric,never,256,frequently,3940,extra large,4,3,34,3,Sometimes,1875,1,1,0,1,1,1,0,1,0,16
obese,female,pescatarian,daily,wood,private,diesel,sometimes,140,frequently,3689,medium,6,7,37,21,Yes,3231,0,1,1,0,1,1,0,0,1,12
normal,female,vegetarian,more frequently,electricity,walk/bicycle,,often,134,very frequently,53,medium,5,7,24,0,No,1983,1,1,1,0,1,1,1,0,0,10
underweight,female,pescatarian,more frequently,wood,private,diesel,often,63,frequently,278,large,1,20,4,21,No,1436,1,0,1,0,0,0,1,1,1,3
underweight,female,vegetarian,twice a day,coal,private,diesel,often,140,frequently,4623,small,5,7,18,0,No,2598,0,1,0,0,1,1,0,1,0,5
normal,female,vegan,less frequently,coal,walk/bicycle,,never,51,never,95,large,2,8,8,3,Sometimes,610,1,1,1,0,0,0,0,1,0,6
underweight,female,omnivore,twice a day,coal,public,,sometimes,143,rarely,402,small,5,2,20,20,Sometimes,1287,0,1,1,0,0,0,0,1,1,5
underweight,male,vegan,daily,natural gas,private,diesel,sometimes,137,never,4272,extra large,4,0,36,10,No,2539,0,0,1,0,0,0,1,0,1,16
normal,female,vegan,twice a day,coal,walk/bicycle,,sometimes,184,rarely,68,small,3,22,16,15,Sometimes,1098,1,0,1,1,1,1,0,0,0,3
overweight,female,pescatarian,daily,electricity,public,,sometimes,269,frequently,1509,extra large,5,0,46,19,Sometimes,2570,0,1,0,1,1,1,1,1,1,20
underweight,male,vegan,twice a day,coal,public,,never,99,rarely,1518,small,5,10,2,11,Yes,1154,0,0,1,1,1,1,1,1,0,5
obese,male,omnivore,less frequently,coal,public,,sometimes,98,frequently,1130,large,6,11,28,0,Yes,2894,0,1,0,1,1,1,1,1,1,18
overweight,male,vegetarian,more frequently,electricity,walk/bicycle,,often,150,rarely,89,medium,2,18,36,14,No,1641,0,0,0,1,0,0,1,0,0,4
underweight,female,vegetarian,twice a day,coal,private,lpg,often,202,very frequently,1274,medium,1,9,21,18,Yes,2562,1,0,0,0,1,1,1,0,0,2
normal,male,vegan,twice a day,natural gas,public,,often,271,frequently,1886,large,6,24,26,17,No,2523,1,0,1,0,0,0,0,1,1,18
underweight,female,vegan,twice a day,coal,private,hybrid,often,272,frequently,3946,small,5,19,4,13,No,2112,1,0,1,0,1,1,1,0,1,5
normal,male,omnivore,twice a day,electricity,public,,sometimes,196,very frequently,1476,medium,5,4,10,15,Yes,2379,1,0,1,0,0,0,1,1,1,10
obese,female,pescatarian,twice a day,natural gas,walk/bicycle,,never,174,very frequently,80,medium,2,21,43,6,Yes,2901,1,0,1,0,1,1,0,0,1,4
overweight,female,pescatarian,less frequently,coal,private,diesel,often,278,rarely,3870,medium,2,12,12,7,Yes,2489,1,0,0,0,1,1,1,0,0,4
normal,female,omnivore,twice a day,coal,private,petrol,sometimes,164,very frequently,1616,small,7,13,22,10,Sometimes,3077,0,0,1,1,0,0,0,1,0,7
obese,female,vegetarian,less frequently,natural gas,walk/bicycle,,never,115,very frequently,95,large,3,21,40,23,Sometimes,2896,1,1,0,0,0,0,0,1,0,9
overweight,female,vegan,less frequently,natural gas,private,diesel,often,145,frequently,6098,extra large,1,20,50,14,Yes,3523,0,1,0,0,1,1,0,1,0,4
underweight,male,vegetarian,daily,natural gas,private,hybrid,often,246,rarely,6117,small,2,14,41,16,Sometimes,2376,1,0,1,0,1,1,0,0,0,2
normal,female,pescatarian,daily,coal,walk/bicycle,,sometimes,142,very frequently,0,extra large,2,23,17,23,Sometimes,2365,1,1,0,1,0,0,0,1,1,8
normal,female,vegan,less frequently,wood,walk/bicycle,,often,88,very frequently,25,small,5,23,15,9,Yes,1823,1,1,1,1,1,1,1,1,0,5
obese,female,omnivore,twice a day,natural gas,walk/bicycle,,sometimes,256,rarely,93,large,2,24,37,2,No,1749,1,1,1,0,1,1,1,0,1,6
normal,female,vegan,less frequently,natural gas,public,,sometimes,163,never,1529,small,6,8,36,0,Sometimes,1286,0,0,0,1,1,1,1,1,1,6
normal,female,pescatarian,daily,electricity,walk/bicycle,,often,267,never,1,medium,2,22,50,15,Sometimes,1496,0,0,0,1,1,1,0,1,1,4
obese,male,vegan,more frequently,electricity,private,electric,often,289,frequently,9901,medium,3,24,3,9,Sometimes,1786,1,0,1,0,0,0,1,1,1,6
obese,female,vegetarian,twice a day,coal,public,,sometimes,68,rarely,1383,small,7,23,47,22,No,2019,0,1,1,1,1,1,0,0,1,7
normal,male,vegetarian,twice a day,wood,walk/bicycle,,never,291,never,39,large,4,3,1,16,Sometimes,1023,1,0,1,1,0,0,0,1,0,12
normal,male,omnivore,more frequently,electricity,private,electric,often,111,rarely,5931,medium,7,3,17,16,No,1307,0,1,1,1,0,0,0,0,0,14
overweight,male,pescatarian,daily,coal,private,petrol,often,111,never,681,small,6,0,46,15,Sometimes,2334,1,0,0,0,0,0,0,0,1,6
obese,female,pescatarian,daily,coal,private,lpg,often,241,frequently,9795,small,2,20,13,6,Yes,4711,1,1,0,0,0,0,1,1,1,2
obese,male,vegan,more frequently,wood,private,petrol,never,237,never,1861,small,5,9,48,0,Yes,2226,1,1,1,1,1,1,0,1,1,5
overweight,female,vegan,less frequently,wood,public,,often,130,frequently,522,small,2,10,49,8,Yes,2019,0,0,1,1,0,0,0,1,1,2
obese,female,vegan,more frequently,wood,public,,sometimes,236,never,1157,small,1,1,39,13,No,1200,1,1,1,1,1,1,1,0,1,1
underweight,male,vegetarian,twice a day,natural gas,private,electric,sometimes,248,frequently,5284,medium,5,3,34,3,Sometimes,2232,0,1,0,0,1,1,0,1,0,10
underweight,male,omnivore,less frequently,electricity,walk/bicycle,,often,200,rarely,56,large,2,11,44,21,No,1757,1,0,0,0,0,0,1,1,0,6
normal,male,vegan,less frequently,natural gas,public,,never,246,rarely,450,small,3,1,26,2,No,1327,0,0,1,0,0,0,1,1,0,3
obese,male,vegan,twice a day,coal,public,,never,56,very frequently,1112,medium,5,5,17,12,Yes,3198,0,1,1,0,0,0,0,1,1,10
overweight,female,omnivore,twice a day,wood,private,diesel,never,223,frequently,74,extra large,5,24,20,24,Yes,2543,0,0,0,1,0,0,0,1,0,20
underweight,male,vegan,daily,coal,public,,never,158,frequently,625,medium,1,20,0,14,Yes,1557,0,0,0,1,1,1,0,1,0,2
overweight,male,omnivore,less frequently,coal,walk/bicycle,,never,86,never,64,medium,1,9,2,3,Yes,775,1,0,1,0,1,1,1,0,1,2
obese,female,vegetarian,daily,wood,public,,often,257,rarely,1301,medium,4,7,30,17,Yes,1553,1,1,1,1,1,1,0,0,1,8
overweight,female,vegetarian,daily,natural gas,public,,never,209,rarely,422,large,4,21,28,22,Sometimes,1697,0,1,0,0,1,1,0,1,1,12
underweight,male,vegan,daily,electricity,public,,never,134,rarely,1416,extra large,7,12,17,4,Yes,1708,1,0,0,1,0,0,0,1,0,28
obese,male,omnivore,less frequently,natural gas,private,lpg,often,253,never,5105,large,6,15,25,16,Yes,3813,0,1,1,0,0,0,0,1,1,18
overweight,male,omnivore,daily,natural gas,walk/bicycle,,sometimes,183,very frequently,42,medium,2,20,2,4,Yes,2227,0,1,1,1,1,1,0,0,0,4
normal,female,pescatarian,less frequently,coal,public,,never,145,frequently,1790,small,7,16,15,20,Sometimes,1805,1,0,0,1,0,0,1,1,0,7
normal,male,omnivore,less frequently,coal,private,diesel,never,208,frequently,5097,medium,2,16,36,11,Yes,3425,1,1,0,1,0,0,1,0,0,4
underweight,female,vegan,twice a day,electricity,walk/bicycle,,sometimes,67,never,35,medium,2,4,32,1,Sometimes,453,1,1,1,1,0,0,0,0,1,4
overweight,male,omnivore,twice a day,electricity,private,hybrid,often,203,very frequently,3557,extra large,4,17,50,3,Yes,4127,0,0,1,1,0,0,0,1,0,16
underweight,male,vegan,daily,wood,private,petrol,sometimes,181,never,7501,extra large,3,15,43,21,Sometimes,4059,1,1,1,0,1,1,1,0,1,12
normal,male,vegetarian,more frequently,coal,private,diesel,often,278,frequently,7316,medium,7,18,47,22,Sometimes,4914,0,0,0,0,1,1,1,1,1,14
underweight,female,vegan,less frequently,electricity,public,,sometimes,109,very frequently,780,medium,6,12,34,14,Yes,2132,1,0,0,1,1,1,0,0,0,12
normal,male,pescatarian,daily,electricity,walk/bicycle,,never,175,frequently,91,large,1,12,23,12,No,1475,0,0,1,1,0,0,0,1,0,3
normal,female,vegan,twice a day,electricity,public,,often,193,rarely,569,small,6,18,21,8,No,978,1,1,0,1,1,1,0,0,0,6
overweight,male,omnivore,less frequently,electricity,public,,often,155,very frequently,190,small,5,14,36,24,No,2915,1,1,1,1,0,0,1,1,0,5
obese,male,pescatarian,daily,wood,walk/bicycle,,never,61,rarely,65,medium,4,0,17,10,Sometimes,1437,0,0,1,1,0,0,1,1,0,8
overweight,female,pescatarian,daily,natural gas,private,electric,never,63,rarely,5729,large,1,17,44,1,Sometimes,1313,0,0,1,1,1,1,1,1,0,3
underweight,male,pescatarian,less frequently,natural gas,walk/bicycle,,often,75,very frequently,67,extra large,3,13,0,14,Yes,2495,0,0,0,0,1,1,0,0,1,12
underweight,female,vegan,daily,coal,walk/bicycle,,sometimes,141,very frequently,42,small,2,19,19,4,Sometimes,1824,1,1,1,0,0,0,1,1,0,2
underweight,female,vegetarian,twice a day,coal,walk/bicycle,,sometimes,285,never,21,small,6,10,45,17,No,1675,0,0,0,1,1,1,0,0,1,6
obese,female,vegan,more frequently,coal,walk/bicycle,,often,271,rarely,82,large,7,22,26,18,No,2380,1,1,0,1,0,0,0,1,1,21
normal,female,pescatarian,more frequently,wood,public,,never,288,rarely,1400,extra large,3,10,50,5,Yes,1832,1,0,0,0,1,1,1,0,0,12
normal,male,vegetarian,daily,electricity,public,,never,123,never,1221,medium,7,7,32,3,No,1075,1,1,1,0,1,1,0,0,1,14
obese,female,vegetarian,less frequently,natural gas,public,,sometimes,124,never,295,extra large,7,22,24,17,Sometimes,2022,1,1,0,0,1,1,0,0,1,28
overweight,female,omnivore,more frequently,natural gas,walk/bicycle,,never,265,rarely,37,extra large,6,9,12,17,Yes,1875,0,0,1,1,1,1,0,0,0,24
overweight,male,vegetarian,twice a day,wood,public,,never,274,never,1952,large,1,19,5,5,Sometimes,1033,1,1,0,0,1,1,1,1,1,3
obese,male,pescatarian,less frequently,wood,public,,never,186,frequently,557,large,6,6,28,16,Yes,2714,0,1,0,1,0,0,1,0,0,18
obese,female,vegetarian,twice a day,electricity,public,,sometimes,111,rarely,1865,extra large,2,4,36,9,Sometimes,1460,0,1,1,1,1,1,0,1,1,8
underweight,male,vegetarian,twice a day,electricity,private,lpg,never,129,rarely,8238,large,2,10,28,22,Yes,3407,0,1,0,0,0,0,0,1,1,6
overweight,male,vegan,daily,electricity,walk/bicycle,,sometimes,85,very frequently,78,large,5,22,14,5,Yes,2549,1,0,0,1,0,0,1,0,0,15
overweight,male,vegan,more frequently,coal,walk/bicycle,,sometimes,154,frequently,93,extra large,7,4,35,13,Yes,3246,1,0,0,0,1,1,0,1,1,28
underweight,male,pescatarian,daily,wood,walk/bicycle,,often,250,never,66,medium,5,7,16,11,Sometimes,1396,1,0,0,1,1,1,1,0,1,10
overweight,female,omnivore,twice a day,electricity,walk/bicycle,,often,245,very frequently,59,small,6,5,15,14,No,2357,1,1,0,1,0,0,1,1,0,6
obese,male,vegan,less frequently,natural gas,public,,never,262,very frequently,1676,large,3,6,19,5,No,2690,1,1,1,1,1,1,1,0,1,9
overweight,male,vegan,more frequently,coal,private,lpg,often,81,frequently,8787,small,7,23,50,15,Sometimes,5145,1,1,1,0,0,0,0,1,0,7
underweight,male,vegetarian,twice a day,electricity,private,electric,often,101,never,4686,medium,1,15,24,3,No,745,1,0,1,1,0,0,0,1,1,2
underweight,male,vegan,twice a day,wood,public,,often,174,frequently,705,small,5,20,42,15,No,2162,0,1,0,1,1,1,1,1,0,5
underweight,male,pescatarian,less frequently,natural gas,private,electric,never,73,rarely,1701,small,2,1,26,13,No,1224,1,0,0,0,1,1,0,1,1,2
normal,female,vegan,less frequently,natural gas,walk/bicycle,,sometimes,265,frequently,9,extra large,7,22,48,10,No,2400,1,0,1,0,0,0,0,1,0,28
overweight,male,vegetarian,less frequently,electricity,public,,never,210,rarely,284,extra large,5,11,2,3,Yes,1174,0,1,1,0,1,1,0,0,0,20
overweight,female,omnivore,twice a day,wood,public,,sometimes,201,rarely,117,large,5,19,50,23,Sometimes,2156,0,1,1,0,0,0,0,1,1,15
underweight,female,vegan,daily,electricity,public,,never,83,never,1843,extra large,4,14,37,7,Sometimes,1265,1,0,0,1,1,1,0,1,1,16
underweight,female,omnivore,twice a day,natural gas,public,,sometimes,127,very frequently,1544,large,7,18,45,17,No,2982,0,1,0,1,0,0,1,1,1,21
normal,female,pescatarian,less frequently,coal,public,,often,210,never,376,small,7,0,15,19,Yes,1161,1,1,0,1,1,1,1,1,0,7
obese,female,omnivore,more frequently,electricity,private,electric,never,243,rarely,5048,medium,7,5,42,24,Sometimes,1683,1,1,1,1,1,1,1,0,1,14
obese,male,omnivore,daily,electricity,walk/bicycle,,often,252,frequently,17,small,3,11,18,0,Yes,1756,1,0,1,0,0,0,1,0,0,3
overweight,female,vegan,less frequently,coal,walk/bicycle,,sometimes,289,very frequently,22,small,1,20,34,8,Yes,2571,0,1,0,0,1,1,0,0,0,1
overweight,female,vegan,daily,wood,private,petrol,often,115,very frequently,1869,large,2,20,50,13,Sometimes,3688,0,0,0,1,1,1,0,1,0,6
normal,female,vegetarian,twice a day,coal,walk/bicycle,,often,277,rarely,1,medium,7,4,31,24,No,1766,1,1,1,1,0,0,0,1,0,14
underweight,male,vegan,less frequently,natural gas,public,,sometimes,56,never,1416,extra large,6,9,41,18,Sometimes,1902,1,1,0,1,1,1,1,0,1,24
overweight,male,vegetarian,less frequently,electricity,walk/bicycle,,sometimes,66,rarely,90,medium,4,10,12,16,Sometimes,1119,0,1,0,0,1,1,0,0,0,8
overweight,male,pescatarian,daily,coal,public,,often,56,rarely,1060,small,3,0,47,13,No,2318,0,0,0,0,0,0,0,0,1,3
normal,female,vegetarian,less frequently,coal,public,,often,130,rarely,278,medium,6,23,0,3,No,1235,1,1,0,0,0,0,1,0,1,12
underweight,male,vegan,twice a day,wood,walk/bicycle,,never,244,rarely,49,medium,5,0,20,3,Sometimes,1210,1,1,0,1,0,0,1,1,1,10
normal,male,vegetarian,more frequently,wood,private,electric,often,150,very frequently,5470,medium,3,14,15,11,No,2553,0,1,1,1,0,0,1,1,0,6
overweight,male,vegan,more frequently,electricity,public,,never,174,very frequently,1804,small,1,23,17,24,Sometimes,2416,0,1,0,1,1,1,0,0,1,1
underweight,male,vegan,twice a day,coal,walk/bicycle,,sometimes,172,very frequently,53,extra large,4,13,18,4,Yes,2906,1,1,0,0,1,1,0,1,1,16
overweight,male,pescatarian,less frequently,natural gas,private,diesel,sometimes,227,never,6989,extra large,3,19,35,24,Sometimes,3679,0,0,1,1,0,0,0,1,0,12
obese,female,omnivore,more frequently,coal,walk/bicycle,,sometimes,58,rarely,32,extra large,2,6,26,16,Yes,1640,1,0,1,0,1,1,1,0,0,8
underweight,male,vegan,more frequently,electricity,walk/bicycle,,never,222,never,60,large,6,16,19,3,No,1021,1,0,1,1,1,1,1,0,0,18
underweight,male,omnivore,twice a day,coal,public,,often,214,rarely,1688,medium,5,4,17,11,Yes,1980,1,0,0,0,0,0,1,1,1,10
obese,female,vegetarian,less frequently,electricity,walk/bicycle,,never,126,never,68,extra large,3,10,3,8,Sometimes,579,1,1,0,1,0,0,1,0,1,12
underweight,male,vegan,twice a day,wood,public,,often,158,very frequently,418,medium,7,13,1,18,Sometimes,2305,1,1,0,1,0,0,0,0,1,14
underweight,male,pescatarian,more frequently,coal,walk/bicycle,,sometimes,65,never,23,small,2,21,22,12,No,1304,0,0,0,1,0,0,0,0,0,2
normal,female,pescatarian,twice a day,electricity,walk/bicycle,,never,183,frequently,21,extra large,4,10,26,6,Yes,1696,1,0,1,1,1,1,1,1,1,16
